alpha,offset,radius,hitted,tof_1,tof_2,tof_3,tof_4
-0.6821648462405315,0.0,0.07,True,2.4379616269001123e-05,7.04503968679784e-06,7.045039686797829e-06,2.437961626900118e-05
-0.6802102191739398,0.0,0.07,True,2.435586001929001e-05,7.068795936508949e-06,7.068795936508954e-06,2.4355860019290046e-05
-0.678255592107348,0.0,0.07,True,2.4332115372676226e-05,7.092540583122742e-06,7.092540583122747e-06,2.4332115372676226e-05
-0.6763009650407562,0.0,0.07,True,2.4308382547674634e-05,7.116273408124295e-06,7.116273408124295e-06,2.430838254767466e-05
-0.6743463379741644,0.0,0.07,True,2.4284661763951095e-05,7.139994191847891e-06,7.139994191847886e-06,2.4284661763951292e-05
-0.6723917109075727,0.0,0.07,True,2.4260953242326624e-05,7.163702713472349e-06,7.163702713472346e-06,2.426095324232668e-05
-0.6704370838409808,0.0,0.07,True,2.4237257204781364e-05,7.187398751017608e-06,7.187398751017614e-06,2.4237257204781414e-05
-0.668482456774389,0.0,0.07,True,2.4213573874458625e-05,7.211082081340322e-06,7.211082081340319e-06,2.4213573874458638e-05
-0.6665278297077972,0.0,0.07,True,2.418990347566895e-05,7.234752480129983e-06,7.234752480129983e-06,2.4189903475668975e-05
-0.6645732026412055,0.0,0.07,True,2.4166246233894035e-05,7.258409721904917e-06,7.258409721904911e-06,2.4166246233894103e-05
-0.6626185755746137,0.0,0.07,True,2.4142602375790728e-05,7.282053580008239e-06,7.282053580008229e-06,2.4142602375790823e-05
-0.6606639485080219,0.0,0.07,True,2.4118972129194985e-05,7.305683826603957e-06,7.305683826603964e-06,2.411897212919497e-05
-0.6587093214414301,0.0,0.07,True,2.4095355723125735e-05,7.3293002326732085e-06,7.3293002326732085e-06,2.409535572312574e-05
-0.6567546943748384,0.0,0.07,True,2.4071753387788834e-05,7.3529025680101444e-06,7.352902568010141e-06,2.407175338778891e-05
-0.6548000673082466,0.0,0.07,True,2.404816535458091e-05,7.376490601218048e-06,7.3764906012180505e-06,2.4048165354580913e-05
-0.6528454402416548,0.0,0.07,True,2.4024591856093136e-05,7.400064099705822e-06,7.400064099705818e-06,2.4024591856093156e-05
-0.650890813175063,0.0,0.07,True,2.4001033126115155e-05,7.423622829683791e-06,7.4236228296837784e-06,2.40010331261152e-05
-0.6489361861084713,0.0,0.07,True,2.3977489399638776e-05,7.447166556160196e-06,7.447166556160201e-06,2.3977489399638776e-05
-0.6469815590418795,0.0,0.07,True,2.3953960912861758e-05,7.470695042937208e-06,7.470695042937203e-06,2.3953960912861805e-05
-0.6450269319752877,0.0,0.07,True,2.393044790319154e-05,7.4942080526074244e-06,7.494208052607427e-06,2.393044790319162e-05
-0.6430723049086959,0.0,0.07,True,2.3906950609248884e-05,7.517705346550098e-06,7.517705346550098e-06,2.3906950609248945e-05
-0.6411176778421042,0.0,0.07,True,2.3883469270871603e-05,7.541186684927348e-06,7.541186684927354e-06,2.3883469270871587e-05
-0.6391630507755124,0.0,0.07,True,2.3860004129118124e-05,7.564651826680825e-06,7.564651826680827e-06,2.386000412911811e-05
-0.6372084237089206,0.0,0.07,True,2.3836555426271108e-05,7.588100529527838e-06,7.588100529527836e-06,2.38365554262711e-05
-0.6352537966423288,0.0,0.07,True,2.3813123405840997e-05,7.611532549957958e-06,7.611532549957969e-06,2.3813123405841038e-05
-0.6332991695757371,0.0,0.07,True,2.3789708312569515e-05,7.634947643229436e-06,7.63494764322944e-06,2.3789708312569475e-05
-0.6313445425091453,0.0,0.07,True,2.3766310392433184e-05,7.658345563365763e-06,7.658345563365761e-06,2.3766310392433194e-05
-0.6293899154425535,0.0,0.07,True,2.3742929892646703e-05,7.681726063152272e-06,7.681726063152263e-06,2.3742929892646758e-05
-0.6274352883759617,0.0,0.07,True,2.371956706166644e-05,7.705088894132525e-06,7.705088894132528e-06,2.371956706166647e-05
-0.62548066130937,0.0,0.07,True,2.3696222149193692e-05,7.728433806605244e-06,7.728433806605234e-06,2.369622214919369e-05
-0.6235260342427781,0.0,0.07,True,2.367289540617806e-05,7.751760549620902e-06,7.751760549620906e-06,2.3672895406178124e-05
-0.6215714071761863,0.0,0.07,True,2.3649587084820737e-05,7.77506887097823e-06,7.775068870978239e-06,2.364958708482068e-05
-0.6196167801095945,0.0,0.07,True,2.362629743857769e-05,7.798358517221265e-06,7.798358517221272e-06,2.3626297438577664e-05
-0.6176621530430028,0.0,0.07,True,2.3603026722162868e-05,7.821629233636103e-06,7.821629233636121e-06,2.3603026722162946e-05
-0.615707525976411,0.0,0.07,True,2.3579775191551367e-05,7.844880764247615e-06,7.844880764247618e-06,2.3579775191551475e-05
-0.6137528989098192,0.0,0.07,True,2.3556543103982474e-05,7.868112851816491e-06,7.868112851816487e-06,2.355654310398246e-05
-0.6117982718432274,0.0,0.07,True,2.3533330717962744e-05,7.891325237836218e-06,7.891325237836213e-06,2.353333071796278e-05
-0.6098436447766357,0.0,0.07,True,2.3510138293268964e-05,7.914517662529976e-06,7.914517662529978e-06,2.3510138293268954e-05
-0.6078890177100438,0.0,0.07,True,2.3486966090951136e-05,7.93768986484782e-06,7.937689864847807e-06,2.3486966090951173e-05
-0.605934390643452,0.0,0.07,True,2.346381437333533e-05,7.960841582463623e-06,7.96084158246363e-06,2.346381437333533e-05
-0.6039797635768602,0.0,0.07,True,2.3440683404026517e-05,7.983972551772426e-06,7.983972551772424e-06,2.3440683404026528e-05
-0.6020251365102685,0.0,0.07,True,2.341757344791138e-05,8.007082507887578e-06,8.00708250788758e-06,2.341757344791136e-05
-0.6000705094436767,0.0,0.07,True,2.3394484771161e-05,8.030171184637953e-06,8.030171184637947e-06,2.3394484771160998e-05
-0.5981158823770849,0.0,0.07,True,2.3371417641233558e-05,8.053238314565394e-06,8.053238314565404e-06,2.337141764123354e-05
-0.5961612553104931,0.0,0.07,True,2.3348372326876918e-05,8.076283628922049e-06,8.076283628922054e-06,2.3348372326876918e-05
-0.5942066282439014,0.0,0.07,True,2.332534909813116e-05,8.099306857667785e-06,8.099306857667777e-06,2.332534909813119e-05
-0.5922520011773096,0.0,0.07,True,2.3302348226331124e-05,8.122307729467823e-06,8.12230772946782e-06,2.3302348226331127e-05
-0.5902973741107178,0.0,0.07,True,2.3279369984108748e-05,8.145285971690205e-06,8.145285971690209e-06,2.3279369984108785e-05
-0.588342747044126,0.0,0.07,True,2.3256414645395502e-05,8.168241310403455e-06,8.168241310403453e-06,2.3256414645395512e-05
-0.5863881199775343,0.0,0.07,True,2.3233482485424626e-05,8.191173470374348e-06,8.191173470374346e-06,2.3233482485424642e-05
-0.5844334929109425,0.0,0.07,True,2.3210573780733395e-05,8.214082175065555e-06,8.214082175065561e-06,2.3210573780733392e-05
-0.5824788658443507,0.0,0.07,True,2.3187688809165244e-05,8.236967146633716e-06,8.236967146633718e-06,2.3187688809165234e-05
-0.5805242387777589,0.0,0.07,True,2.3164827849871872e-05,8.25982810592709e-06,8.25982810592709e-06,2.3164827849871845e-05
-0.5785696117111672,0.0,0.07,True,2.3141991183315214e-05,8.282664772483757e-06,8.28266477248376e-06,2.314199118331521e-05
-0.5766149846445754,0.0,0.07,True,2.3119179091269474e-05,8.305476864529492e-06,8.305476864529492e-06,2.3119179091269504e-05
-0.5746603575779836,0.0,0.07,True,2.3096391856822893e-05,8.328264098976062e-06,8.328264098976067e-06,2.3096391856822917e-05
-0.5727057305113918,0.0,0.07,True,2.3073629764379602e-05,8.351026191419363e-06,8.351026191419358e-06,2.3073629764379633e-05
-0.5707511034448001,0.0,0.07,True,2.3050893099661294e-05,8.373762856137666e-06,8.373762856137668e-06,2.3050893099661294e-05
-0.5687964763782083,0.0,0.07,True,2.3028182149708887e-05,8.396473806090086e-06,8.396473806090088e-06,2.302818214970891e-05
-0.5668418493116165,0.0,0.07,True,2.3005497202884056e-05,8.419158752914896e-06,8.419158752914892e-06,2.3005497202884046e-05
-0.5648872222450247,0.0,0.07,True,2.2982838548870716e-05,8.441817406928249e-06,8.441817406928249e-06,2.298283854887073e-05
-0.562932595178433,0.0,0.07,True,2.2960206478676412e-05,8.464449477122553e-06,8.464449477122557e-06,2.296020647867641e-05
-0.5609779681118412,0.0,0.07,True,2.29376012846336e-05,8.487054671165344e-06,8.48705467116534e-06,2.293760128463358e-05
-0.5590233410452494,0.0,0.07,True,2.291502326040087e-05,8.509632695398093e-06,8.509632695398083e-06,2.291502326040089e-05
-0.5570687139786575,0.0,0.07,True,2.2892472700964075e-05,8.532183254834881e-06,8.53218325483488e-06,2.2892472700964055e-05
-0.5551140869120658,0.0,0.07,True,2.2869949902637353e-05,8.554706053161596e-06,8.554706053161601e-06,2.286994990263736e-05
-0.553159459845474,0.0,0.07,True,2.284745516306409e-05,8.577200792734888e-06,8.577200792734893e-06,2.2847455163064123e-05
-0.5512048327788822,0.0,0.07,True,2.2824988781217735e-05,8.599667174581212e-06,8.599667174581198e-06,2.2824988781217728e-05
-0.5492502057122904,0.0,0.07,True,2.2802551057402573e-05,8.622104898396396e-06,8.622104898396393e-06,2.28025510574026e-05
-0.5472955786456987,0.0,0.07,True,2.278014229325438e-05,8.644513662544578e-06,8.64451366254457e-06,2.2780142293254394e-05
-0.5453409515791069,0.0,0.07,True,2.275776279174095e-05,8.666893164058013e-06,8.666893164058018e-06,2.2757762791740947e-05
-0.5433863245125151,0.0,0.07,True,2.273541285716259e-05,8.689243098636388e-06,8.68924309863639e-06,2.2735412857162606e-05
-0.5414316974459232,0.0,0.07,True,2.271309279515243e-05,8.71156316064655e-06,8.711563160646553e-06,2.2713092795152416e-05
-0.5394770703793315,0.0,0.07,True,2.2690802912676708e-05,8.733853043122255e-06,8.733853043122255e-06,2.2690802912676698e-05
-0.5375224433127397,0.0,0.07,True,2.2668543518034857e-05,8.756112437764108e-06,8.756112437764114e-06,2.2668543518034867e-05
-0.5355678162461479,0.0,0.07,True,2.264631492085959e-05,8.778341034939363e-06,8.778341034939366e-06,2.264631492085961e-05
-0.5336131891795561,0.0,0.07,True,2.262411743211678e-05,8.800538523682166e-06,8.800538523682167e-06,2.2624117432116798e-05
-0.5316585621129644,0.0,0.07,True,2.2601951364105306e-05,8.822704591693656e-06,8.822704591693646e-06,2.2601951364105316e-05
-0.5297039350463726,0.0,0.07,True,2.2579817030456696e-05,8.844838925342274e-06,8.844838925342273e-06,2.2579817030456696e-05
-0.5277493079797808,0.0,0.07,True,2.2557714746134743e-05,8.86694120966422e-06,8.866941209664224e-06,2.2557714746134753e-05
-0.525794680913189,0.0,0.07,True,2.2535644827434965e-05,8.889011128363971e-06,8.889011128363971e-06,2.2535644827434955e-05
-0.5238400538465973,0.0,0.07,True,2.2513607591983913e-05,8.91104836381506e-06,8.911048363815063e-06,2.2513607591983913e-05
-0.5218854267800055,0.0,0.07,True,2.2491603358738445e-05,8.93305259706052e-06,8.933052597060507e-06,2.2491603358738475e-05
-0.5199307997134137,0.0,0.07,True,2.2469632447984755e-05,8.955023507814202e-06,8.955023507814202e-06,2.246963244798472e-05
-0.5179761726468219,0.0,0.07,True,2.2447695181337372e-05,8.97696077446161e-06,8.97696077446162e-06,2.244769518133741e-05
-0.5160215455802302,0.0,0.07,True,2.242579188173805e-05,8.998864074060923e-06,8.998864074060921e-06,2.2425791881738066e-05
-0.5140669185136384,0.0,0.07,True,2.240392287345436e-05,9.020733082344608e-06,9.020733082344608e-06,2.2403922873454413e-05
-0.5121122914470466,0.0,0.07,True,2.2382088482078405e-05,9.042567473720542e-06,9.042567473720542e-06,2.2382088482078435e-05
-0.5101576643804548,0.0,0.07,True,2.236028903452515e-05,9.064366921273792e-06,9.064366921273796e-06,2.236028903452512e-05
-0.5082030373138631,0.0,0.07,True,2.2338524859030815e-05,9.086131096768157e-06,9.086131096768157e-06,2.233852485903082e-05
-0.5062484102472713,0.0,0.07,True,2.231679628515099e-05,9.107859670647959e-06,9.107859670647954e-06,2.2316796285151028e-05
-0.5042937831806795,0.0,0.07,True,2.2295103643758712e-05,9.129552312040246e-06,9.129552312040258e-06,2.22951036437587e-05
-0.5023391561140877,0.0,0.07,True,2.227344726704231e-05,9.15120868875665e-06,9.151208688756659e-06,2.227344726704229e-05
-0.500384529047496,0.0,0.07,True,2.2251827488503186e-05,9.172828467295776e-06,9.172828467295781e-06,2.2251827488503172e-05
-0.49842990198090414,0.0,0.07,True,2.2230244642953372e-05,9.194411312845583e-06,9.194411312845591e-06,2.2230244642953392e-05
-0.49647527491431237,0.0,0.07,True,2.2208699066513035e-05,9.215956889285925e-06,9.21595688928594e-06,2.220869906651304e-05
-0.4945206478477206,0.0,0.07,True,2.2187191096607718e-05,9.237464859191225e-06,9.237464859191235e-06,2.2187191096607745e-05
-0.4925660207811288,0.0,0.07,True,2.216572107196552e-05,9.258934883833444e-06,9.258934883833442e-06,2.216572107196553e-05
-0.490611393714537,0.0,0.07,True,2.2144289332614077e-05,9.280366623184869e-06,9.280366623184869e-06,2.2144289332614057e-05
-0.4886567666479452,0.0,0.07,True,2.2122896219877404e-05,9.301759735921555e-06,9.301759735921556e-06,2.212289621987744e-05
-0.48670213958135344,0.0,0.07,True,2.2101542076372553e-05,9.323113879426402e-06,9.323113879426394e-06,2.210154207637256e-05
-0.48474751251476167,0.0,0.07,True,2.2080227246006113e-05,9.34442870979286e-06,9.344428709792866e-06,2.2080227246006147e-05
-0.4827928854481699,0.0,0.07,True,2.20589520739706e-05,9.365703881828369e-06,9.365703881828375e-06,2.2058952073970603e-05
-0.4808382583815781,0.0,0.07,True,2.20377169067406e-05,9.386939049058364e-06,9.386939049058363e-06,2.20377169067406e-05
-0.47888363131498635,0.0,0.07,True,2.201652209206879e-05,9.408133863730172e-06,9.408133863730172e-06,2.2016522092068777e-05
-0.4769290042483946,0.0,0.07,True,2.19953679789818e-05,9.429287976817171e-06,9.429287976817171e-06,2.19953679789818e-05
-0.4749743771818028,0.0,0.07,True,2.1974254917775856e-05,9.450401038023102e-06,9.450401038023104e-06,2.197425491777583e-05
-0.47301975011521097,0.0,0.07,True,2.1953183260012273e-05,9.471472695786679e-06,9.471472695786679e-06,2.1953183260012273e-05
-0.4710651230486192,0.0,0.07,True,2.1932153358512805e-05,9.492502597286157e-06,9.49250259728615e-06,2.1932153358512832e-05
